11.7801842,-60.9609871,15.0000000
11.8084390,-60.7629742,15.0000000
11.8350183,-60.5647178,15.0000000
11.8598600,-60.3663257,15.0000000
11.8829472,-60.1675630,15.0000000
11.9042087,-59.9686790,15.0000000
11.9236036,-59.7697400,15.0000000
11.9411362,-59.5703479,15.0000000
11.9567382,-59.3709545,15.0000000
11.9703896,-59.1715994,15.0000000
11.9821091,-58.9717293,15.0000000
11.9918481,-58.7719634,15.0000000
11.9996070,-58.5723659,15.0000000
12.0054135,-58.3722041,15.0000000
12.0092523,-58.1722143,15.0000000
12.0111459,-57.9724362,15.0000000
12.0111206,-57.7723153,15.0000000
12.0092031,-57.5722621,15.0000000
12.0054685,-57.3724339,15.0000000
12.0000779,-57.1725656,15.0000000
11.9933360,-56.9726041,15.0000000
11.9856397,-56.7729332,15.0000000
11.9772784,-56.5731447,15.0000000
11.9683762,-56.3735333,15.0000000
11.9587882,-56.1739251,15.0000000
11.9483515,-55.9740483,15.0000000
11.9369601,-55.7743667,15.0000000
11.9244783,-55.5749941,14.9926732
11.9107359,-55.3753475,14.8735048
11.8956285,-55.1757422,14.7612457
11.8790849,-54.9766962,14.6548366
11.8609368,-54.7774162,14.5537018
11.8411131,-54.5782155,14.4573127
11.8195799,-54.3795841,14.3649220
11.7961863,-54.1808493,14.2763054
11.7708943,-53.9823568,14.1912056
11.7436615,-53.7843057,14.1093015
11.7143748,-53.5863685,14.0306598
11.6830062,-53.3888248,13.9552381
11.6494820,-53.1916301,13.8832956
11.6137357,-52.9948170,13.8149985
11.5757076,-52.7984557,13.7500268
11.5353150,-52.6024951,13.6905418
11.4925183,-52.4072142,13.6359627
11.4471926,-52.2123870,13.5811643
11.3993979,-52.0181830,13.5301880
11.3492323,-51.8246592,13.4863378
11.2967577,-51.6316316,13.4511484
11.2421153,-51.4392420,13.4236434
11.1854182,-51.2475119,13.4037408
11.1267284,-51.0562873,13.3913653
11.0661875,-50.8656770,13.3863228
11.0039040,-50.6756707,13.3884603
10.9399499,-50.4861495,13.3976391
10.8744607,-50.2971836,13.4137034
10.8075414,-50.1087467,13.4365218
10.7392719,-49.9207444,13.4614977
10.6697797,-49.7332136,13.4862274
10.5991673,-49.5461194,13.5107142
10.5275185,-49.3593847,13.5349607
10.4549431,-49.1730247,13.5589699
10.3815097,-48.9870130,13.5827446
10.3072544,-48.8013036,13.6062876
10.2322302,-48.6159155,13.6296015
10.1564746,-48.4308330,13.6526891
10.0800175,-48.2460227,13.6755530
10.0029062,-48.0614929,13.6981958
9.9251774,-47.8772265,13.7206200
9.8468642,-47.6931984,13.7428282
9.7680097,-47.5094067,13.7648229
9.6886500,-47.3258333,13.7866065
9.6088215,-47.1424604,13.8081815
9.5285633,-46.9592772,13.8295501
9.4479111,-46.7762649,13.8507147
9.3669041,-46.5934125,13.8716777
9.2855778,-46.4107007,13.8924412
9.2039679,-46.2281108,13.9130076
9.1221160,-46.0456376,13.9333791
9.0400546,-45.8632548,13.9535577
8.9578190,-45.6809433,13.9735457
8.8754539,-45.4987038,13.9933452
8.7929883,-45.3165033,14.0129582
8.7104579,-45.1343226,14.0323868
8.6279098,-44.9521683,14.0516330
8.5453707,-44.7700016,14.0706989
8.4628755,-44.5878024,14.0895863
